Thresh%	Bins	Bytes	pSNR
99.845	120	8260	21.80
99.845	122	8260	21.80
99.845	124	8260	21.81
99.845	126	8260	21.78
99.845	128	8260	21.80
99.845	130	8260	21.80
99.845	132	8260	21.80
99.845	134	8260	21.80
99.845	136	8260	21.81
99.845	138	8260	21.80
99.845	140	8260	21.79
99.845	142	8260	21.80
99.845	144	8260	21.82
99.845	146	8260	21.80
99.845	148	8260	21.80
99.845	150	8260	21.80
99.845	152	8260	21.80
99.845	154	8264	21.81
99.845	156	8264	21.80
99.845	158	8264	21.80
99.845	160	8264	21.81
99.845	162	8264	21.80
99.845	164	8264	21.81
99.845	166	8264	21.80
99.845	168	8260	21.81
99.845	170	8264	21.80
99.845	172	8264	21.81
99.845	174	8264	21.79
99.845	176	8264	21.81
99.845	178	8264	21.80
99.845	180	8264	21.80
99.845	182	8264	21.81
99.845	184	8264	21.81
99.845	186	8264	21.80
99.845	188	8264	21.80
99.845	190	8264	21.79
99.845	192	8264	21.80
99.845	194	8264	21.81
99.845	196	8264	21.81
99.845	198	8264	21.81
99.845	200	8264	21.79
99.837	10	8220	16.03
99.837	12	8220	18.91
99.837	14	8224	20.38
99.837	16	8228	20.01
99.837	18	8228	21.23
99.837	20	8232	21.01
99.837	22	8232	21.21
99.837	24	8236	21.48
99.837	26	8236	21.62
99.837	28	8240	21.61
99.837	30	8240	21.67
99.837	32	8240	21.72
99.837	34	8240	21.70
99.837	36	8244	21.72
99.837	38	8244	21.77
99.837	40	8244	21.83
99.837	42	8244	21.81
99.837	44	8244	21.84
99.837	46	8248	21.84
99.837	48	8248	21.84
99.837	50	8248	21.91
99.837	52	8248	21.84
99.837	54	8248	21.87
99.837	56	8248	21.90
99.837	58	8252	21.89
99.837	60	8252	21.88
99.837	62	8252	21.88
99.837	64	8252	21.89
99.837	66	8252	21.92
99.837	68	8252	21.88
99.837	70	8256	21.90
99.837	72	8256	21.93
99.837	74	8256	21.91
99.837	76	8256	21.90
99.837	78	8256	21.91
99.837	80	8256	21.93
99.837	82	8256	21.93
99.837	84	8256	21.92
99.837	86	8256	21.92
99.837	88	8256	21.91
99.837	90	8256	21.92
99.837	92	8256	21.92
99.837	94	8256	21.91
99.837	96	8260	21.93
99.837	98	8260	21.93
99.837	100	8260	21.91
99.837	102	8260	21.92
99.837	104	8260	21.94
99.837	106	8260	21.91
99.837	108	8260	21.92
99.837	110	8260	21.94
99.837	112	8260	21.91
99.837	114	8260	21.92
99.837	116	8260	21.94
99.837	118	8260	21.91
99.837	120	8260	21.93
99.837	122	8260	21.94
99.837	124	8264	21.92
99.837	126	8264	21.92
99.837	128	8264	21.93
99.837	130	8264	21.93
99.837	132	8264	21.93
99.837	134	8264	21.93
99.837	136	8264	21.92
99.837	138	8264	21.93
99.837	140	8264	21.93
99.837	142	8264	21.93
99.837	144	8264	21.92
99.837	146	8264	21.92
99.837	148	8264	21.93
99.837	150	8264	21.93
99.837	152	8264	21.93
99.837	154	8264	21.93
99.837	156	8264	21.93
99.837	158	8264	21.93
99.837	160	8264	21.92
99.837	162	8264	21.93
99.837	164	8264	21.93
99.837	166	8268	21.93
99.837	168	8268	21.93
99.837	170	8268	21.93
99.837	172	8268	21.93
99.837	174	8268	21.93
99.837	176	8268	21.92
99.837	178	8264	21.92
99.837	180	8268	21.93
99.837	182	8268	21.93
99.837	184	8268	21.92
99.837	186	8268	21.93
99.837	188	8268	21.92
99.837	190	8268	21.93
99.837	192	8268	21.93
99.837	194	8268	21.93
99.837	196	8268	21.92
99.837	198	8268	21.93
99.837	200	8268	21.93
99.829	10	8220	16.01
99.829	12	8224	18.93
99.829	14	8224	20.41
99.829	16	8228	20.07
99.829	18	8232	21.32
99.829	20	8232	21.11
99.829	22	8236	21.31
99.829	24	8236	21.58
99.829	26	8240	21.73
99.829	28	8240	21.72
99.829	30	8240	21.75
99.829	32	8244	21.85
99.829	34	8244	21.81
