Thresh%	Bins	bytes	pSNR
99.878	200	2111660	30.44
99.872	10	2101380	12.72
99.872	12	2101668	13.35
99.872	14	2102012	13.97
99.872	16	2102404	15.07
99.872	18	2102820	19.15
99.872	20	2103260	19.79
99.872	22	2103716	19.39
99.872	24	2104024	19.68
99.872	26	2104280	20.87
99.872	28	2104520	20.74
99.872	30	2104752	21.07
99.872	32	2104988	21.27
99.872	34	2105236	21.34
99.872	36	2105476	23.59
99.872	38	2105720	23.99
99.872	40	2105960	23.36
99.872	42	2106204	24.40
99.872	44	2106400	23.59
99.872	46	2106576	24.07
99.872	48	2106752	24.41
99.872	50	2106916	24.80
99.872	52	2107084	24.29
99.872	54	2107232	27.21
99.872	56	2107360	27.84
99.872	58	2107488	27.84
99.872	60	2107604	27.98
99.872	62	2107716	27.59
99.872	64	2107844	26.66
99.872	66	2107968	28.76
99.872	68	2108088	29.58
99.872	70	2108212	28.76
99.872	72	2108332	28.78
99.872	74	2108444	28.59
99.872	76	2108552	28.66
99.872	78	2108656	28.97
99.872	80	2108760	28.85
99.872	82	2108860	28.74
99.872	84	2108960	27.97
99.872	86	2109052	28.82
99.872	88	2109140	28.58
99.872	90	2109232	28.44
99.872	92	2109320	27.69
99.872	94	2109404	27.87
99.872	96	2109484	28.34
99.872	98	2109572	29.03
99.872	100	2109664	28.99
99.872	102	2109740	28.86
99.872	104	2109824	29.80
99.872	106	2109896	30.16
99.872	108	2109972	30.10
99.872	110	2110044	30.11
99.872	112	2110112	29.97
99.872	114	2110176	29.94
99.872	116	2110240	30.23
99.872	118	2110304	30.05
99.872	120	2110360	30.07
99.872	122	2110420	30.08
99.872	124	2110488	29.46
99.872	126	2110544	29.84
99.872	128	2110604	30.28
99.872	130	2110668	30.33
99.872	132	2110720	30.37
99.872	134	2110780	30.18
99.872	136	2110840	30.02
99.872	138	2110896	30.02
99.872	140	2110952	30.05
99.872	142	2111012	29.92
99.872	144	2111068	29.52
99.872	146	2111124	29.83
99.872	148	2111176	29.67
99.872	150	2111224	29.77
99.872	152	2111284	30.48
99.872	154	2111336	30.30
99.872	156	2111388	30.53
99.872	158	2111444	30.48
99.872	160	2111496	30.67
99.872	162	2111540	30.57
99.872	164	2111588	30.67
99.872	166	2111636	30.74
99.872	168	2111684	30.61
99.872	170	2111740	30.59
99.872	172	2111784	30.58
99.872	174	2111828	30.50
99.872	176	2111876	30.58
99.872	178	2111920	30.62
99.872	180	2111964	30.44
99.872	182	2112012	30.48
99.872	184	2112052	30.23
99.872	186	2112092	30.30
99.872	188	2112136	30.33
99.872	190	2112176	30.59
99.872	192	2112220	30.53
99.872	194	2112264	30.53
99.872	196	2112304	30.58
99.872	198	2112340	30.53
99.872	200	2112380	30.75
99.866	10	2101588	12.72
99.866	12	2101884	13.29
99.866	14	2102244	13.87
99.866	16	2102648	15.07
99.866	18	2103088	19.14
99.866	20	2103552	19.86
99.866	22	2104016	19.40
99.866	24	2104352	20.08
99.866	26	2104624	20.91
99.866	28	2104872	20.78
99.866	30	2105112	21.15
99.866	32	2105364	21.26
99.866	34	2105612	21.36
99.866	36	2105876	23.60
99.866	38	2106128	24.03
99.866	40	2106380	23.55
99.866	42	2106632	24.39
99.866	44	2106840	24.41
99.866	46	2107028	24.08
99.866	48	2107208	24.45
99.866	50	2107380	24.81
99.866	52	2107560	24.25
99.866	54	2107716	27.21
99.866	56	2107856	28.06
99.866	58	2107976	27.93
99.866	60	2108104	27.98
99.866	62	2108232	27.81
99.866	64	2108356	27.41
99.866	66	2108484	27.74
99.866	68	2108612	29.65
99.866	70	2108744	28.80
99.866	72	2108868	28.89
99.866	74	2108988	28.69
99.866	76	2109096	28.82
99.866	78	2109212	28.80
99.866	80	2109316	28.95
99.866	82	2109424	28.81
99.866	84	2109524	28.75
99.866	86	2109624	28.83
99.866	88	2109724	28.60
99.866	90	2109812	28.51
99.866	92	2109904	27.78
99.866	94	2109992	27.87
99.866	96	2110084	28.40
99.866	98	2110176	29.09
99.866	100	2110260	29.00
99.866	102	2110348	28.54
99.866	104	2110436	29.26
99.866	106	2110516	30.25
99.866	108	2110588	30.18
99.866	110	2110664	30.19
99.866	112	2110732	30.09
99.866	114	2110804	30.05
99.866	116	2110876	30.35
99.866	118	2110936	30.15
99.866	120	2111000	30.25
99.866	122	2111068	30.20
99.866	124	2111128	29.99
99.866	126	2111192	29.89
99.866	128	2111256	29.95
99.866	130	2111320	30.45
99.866	132	2111388	30.50
99.866	134	2111448	30.37
99.866	136	2111508	30.09
99.866	138	2111564	30.13
99.866	140	2111628	30.18
99.866	142	2111688	30.04
99.866	144	2111748	29.94
99.866	146	2111804	29.93
99.866	148	2111860	29.89
99.866	150	2111920	29.78
99.866	152	2111976	30.51
99.866	154	2112032	30.53
99.866	156	2112088	30.61
99.866	158	2112140	30.57
99.866	160	2112188	30.78
99.866	162	2112236	30.70
99.866	164	2112292	30.65
99.866	166	2112344	30.89
99.866	168	2112392	30.71
99.866	170	2112440	30.66
99.866	172	2112492	30.69
99.866	174	2112544	30.64
99.866	176	2112588	30.54
99.866	178	2112636	30.73
99.866	180	2112680	30.59
99.866	182	2112724	30.59
99.866	184	2112768	30.53
99.866	186	2112816	30.23
99.866	188	2112860	30.44
99.866	190	2112908	30.43
99.866	192	2112956	30.60
99.866	194	2112996	30.64
99.866	196	2113036	30.59
99.866	198	2113076	30.62
99.866	200	2113120	30.51
99.859	10	2101808	12.72
99.859	12	2102116	13.32
99.859	14	2102488	13.82
99.859	16	2102912	15.11
99.859	18	2103368	19.18
99.859	20	2103852	19.87
99.859	22	2104344	19.42
99.859	24	2104708	19.87
99.859	26	2104988	20.84
99.859	28	2105240	20.80
99.859	30	2105496	21.19
99.859	32	2105756	21.27
99.859	34	2106020	21.40
99.859	36	2106292	23.67
99.859	38	2106556	24.01
99.859	40	2106820	23.57
99.859	42	2107088	24.34
99.859	44	2107316	24.45
99.859	46	2107512	23.94
99.859	48	2107696	24.48
99.859	50	2107880	24.76
99.859	52	2108064	24.25
99.859	54	2108232	27.32
99.859	56	2108368	28.09
99.859	58	2108504	28.05
99.859	60	2108640	28.19
99.859	62	2108772	27.84
99.859	64	2108900	27.38
99.859	66	2109040	27.33
99.859	68	2109172	29.89
99.859	70	2109308	28.78
99.859	72	2109436	28.98
99.859	74	2109560	28.75
99.859	76	2109680	28.89
99.859	78	2109796	28.89
99.859	80	2109904	29.06
99.859	82	2110016	28.94
99.859	84	2110128	28.78
99.859	86	2110236	28.94
99.859	88	2110332	28.64
99.859	90	2110428	28.57
99.859	92	2110524	28.52
99.859	94	2110620	28.06
99.859	96	2110712	28.38
99.859	98	2110808	29.09
99.859	100	2110900	29.20
99.859	102	2110996	28.68
99.859	104	2111080	29.25
99.859	106	2111160	30.31
99.859	108	2111236	30.28
99.859	110	2111312	30.27
99.859	112	2111392	30.21
99.859	114	2111468	30.19
99.859	116	2111544	30.46
99.859	118	2111612	30.44
99.859	120	2111680	30.37
99.859	122	2111744	30.19
99.859	124	2111812	30.08
99.859	126	2111880	29.65
99.859	128	2111952	30.01
99.859	130	2112016	30.48
99.859	132	2112084	30.65
99.859	134	2112148	30.45
99.859	136	2112216	30.11
99.859	138	2112276	30.25
99.859	140	2112340	30.20
99.859	142	2112404	30.23
99.859	144	2112464	29.96
99.859	146	2112528	29.79
99.859	148	2112584	29.96
99.859	150	2112644	29.82
99.859	152	2112700	29.96
99.859	154	2112760	30.66
99.859	156	2112816	30.43
99.859	158	2112868	30.70
99.859	160	2112924	30.93
99.859	162	2112980	30.89
99.859	164	2113032	30.80
99.859	166	2113088	30.95
99.859	168	2113136	31.04
99.859	170	2113188	30.81
99.859	172	2113244	30.79
99.859	174	2113292	30.76
99.859	176	2113340	30.71
99.859	178	2113392	30.76
99.859	180	2113436	30.80
99.859	182	2113484	30.69
99.859	184	2113536	30.66
99.859	186	2113588	30.46
99.859	188	2113632	30.48
99.859	190	2113676	30.53
99.859	192	2113724	30.81
99.859	194	2113768	30.72
99.859	196	2113816	30.71
99.859	198	2113860	30.75
99.859	200	2113904	30.71
99.852	10	2102040	12.71
99.852	12	2102356	13.30
99.852	14	2102752	13.84
99.852	16	2103192	15.10
99.852	18	2103672	19.10
99.852	20	2104172	19.88
99.852	22	2104684	19.43
99.852	24	2105072	19.90
99.852	26	2105364	20.85
99.852	28	2105628	20.81
99.852	30	2105900	21.24
99.852	32	2106172	21.28
99.852	34	2106452	21.43
99.852	36	2106728	23.72
99.852	38	2107004	24.00
99.852	40	2107284	23.62
99.852	42	2107572	24.27
99.852	44	2107816	24.75
99.852	46	2108016	23.89
99.852	48	2108208	24.42
99.852	50	2108400	24.73
99.852	52	2108588	24.25
99.852	54	2108772	26.79
99.852	56	2108912	28.03
99.852	58	2109056	28.12
99.852	60	2109196	28.28
99.852	62	2109336	27.87
99.852	64	2109476	27.44
99.852	66	2109616	27.47
99.852	68	2109756	29.72
99.852	70	2109892	28.92
99.852	72	2110032	29.03
99.852	74	2110172	28.92
99.852	76	2110292	28.89
99.852	78	2110408	29.09
99.852	80	2110532	29.26
99.852	82	2110648	29.22
99.852	84	2110764	29.05
99.852	86	2110876	28.79
99.852	88	2110976	28.90
99.852	90	2111080	28.43
99.852	92	2111176	28.52
99.852	94	2111272	27.98
99.852	96	2111372	28.45
99.852	98	2111472	29.12
99.852	100	2111568	29.19
99.852	102	2111664	29.03
99.852	104	2111760	29.14
99.852	106	2111840	30.13
99.852	108	2111924	30.40
99.852	110	2112004	30.34
99.852	112	2112088	30.42
99.852	114	2112176	30.30
99.852	116	2112252	30.20
99.852	118	2112320	30.55
99.852	120	2112388	30.36
99.852	122	2112460	30.34
99.852	124	2112532	30.32
99.852	126	2112600	29.72
99.852	128	2112672	30.11
99.852	130	2112744	30.58
99.852	132	2112812	30.63
99.852	134	2112880	30.65
99.852	136	2112956	30.26
99.852	138	2113016	30.31
99.852	140	2113084	30.29
99.852	142	2113152	30.31
99.852	144	2113216	30.19
99.852	146	2113276	29.77
99.852	148	2113340	30.09
99.852	150	2113396	29.92
99.852	152	2113456	30.04
99.852	154	2113516	30.64
99.852	156	2113572	30.62
99.852	158	2113636	30.83
99.852	160	2113696	30.79
99.852	162	2113752	30.99
99.852	164	2113808	30.88
99.852	166	2113868	30.85
99.852	168	2113924	31.09
99.852	170	2113976	30.94
99.852	172	2114032	30.89
99.852	174	2114080	30.88
99.852	176	2114136	30.77
99.852	178	2114188	30.89
99.852	180	2114240	30.92
99.852	182	2114292	30.80
99.852	184	2114336	30.80
99.852	186	2114384	30.74
99.852	188	2114440	30.64
99.852	190	2114484	30.64
99.852	192	2114536	30.91
99.852	194	2114584	30.81
99.852	196	2114632	30.84
99.852	198	2114676	30.79
99.852	200	2114716	30.84
99.845	10	2102284	12.68
99.845	12	2102616	13.30
99.845	14	2103024	13.81
99.845	16	2103488	15.09
99.845	18	2103976	19.13
99.845	20	2104512	19.91
99.845	22	2105056	19.50
99.845	24	2105460	19.90
99.845	26	2105760	21.01
99.845	28	2106044	20.73
99.845	30	2106320	21.23
99.845	32	2106608	21.26
99.845	34	2106900	21.44
99.845	36	2107196	23.80
99.845	38	2107488	24.00
99.845	40	2107784	23.73
99.845	42	2108080	23.97
99.845	44	2108336	24.73
99.845	46	2108544	23.99
99.845	48	2108748	24.47
99.845	50	2108940	25.08
99.845	52	2109148	24.28
99.845	54	2109336	26.90
99.845	56	2109488	28.14
99.845	58	2109640	28.17
99.845	60	2109788	28.39
99.845	62	2109932	27.92
99.845	64	2110080	27.56
99.845	66	2110224	27.47
99.845	68	2110376	29.81
99.845	70	2110516	29.05
99.845	72	2110664	29.06
99.845	74	2110808	29.00
99.845	76	2110940	28.99
99.845	78	2111072	29.14
99.845	80	2111196	29.24
99.845	82	2111316	29.19
99.845	84	2111436	29.19
99.845	86	2111548	28.28
