Thresh%	Bins	bytes	pSNR
99.852	64	2109636	30.09
99.852	66	2110156	30.06
99.852	68	2109876	30.22
99.852	70	2109912	30.05
99.852	72	2110196	30.14
99.852	74	2110328	30.14
99.852	76	2110376	30.20
99.852	78	2110460	30.23
99.852	80	2110480	30.23
99.852	82	2110952	30.22
99.852	84	2110972	30.17
99.852	86	2111004	30.22
99.852	88	2111200	30.19
99.852	90	2111224	30.25
99.852	92	2111236	30.18
99.852	94	2111592	30.27
99.852	96	2111900	30.26
99.852	98	2111940	30.14
99.852	100	2112032	30.29
99.852	102	2111852	30.26
99.852	104	2112216	30.26
99.852	106	2112320	30.17
99.852	108	2112176	30.28
99.852	110	2112448	30.23
99.852	112	2112520	30.25
99.852	114	2112528	31.34
99.852	116	2112684	31.37
99.852	118	2112764	31.36
99.852	120	2112816	31.36
99.852	122	2112844	31.38
99.852	124	2112948	31.36
99.852	126	2113056	31.36
99.852	128	2113132	31.38
99.852	130	2113192	31.35
99.852	132	2113280	31.37
99.852	134	2113324	31.38
99.852	136	2113360	31.37
99.852	138	2113400	31.39
99.852	140	2113536	31.37
99.852	142	2113612	31.39
99.852	144	2113648	31.40
99.852	146	2113756	31.38
99.852	148	2113800	31.39
99.852	150	2113808	31.41
99.852	152	2113852	31.38
99.852	154	2113956	31.39
99.852	156	2114012	31.39
99.852	158	2114080	31.42
99.852	160	2114108	31.41
99.852	162	2114176	31.40
99.852	164	2114216	31.41
99.852	166	2114292	31.41
99.852	168	2114352	31.42
99.852	170	2114380	31.41
99.852	172	2114464	31.42
99.852	174	2114476	31.42
99.852	176	2114552	31.41
99.852	178	2114588	31.42
99.852	180	2114648	31.41
99.852	182	2114692	31.42
99.852	184	2114740	31.42
99.852	186	2114764	31.42
99.852	188	2114780	31.43
99.852	190	2114856	31.42
99.852	192	2114928	31.42
99.852	194	2114936	31.42
99.852	196	2115000	31.43
99.852	198	2115052	31.42
99.852	200	2115084	31.42
99.845	10	2102204	17.91
99.845	12	2102232	22.74
99.845	14	2102484	24.11
99.845	16	2103052	24.83
99.845	18	2103236	25.17
99.845	20	2103988	25.52
99.845	22	2104852	25.87
99.845	24	2105272	25.82
99.845	26	2105492	26.64
99.845	28	2105916	26.54
99.845	30	2105920	26.47
99.845	32	2106380	26.77
99.845	34	2106852	26.08
99.845	36	2107156	26.17
99.845	38	2107224	26.16
99.845	40	2107556	26.47
99.845	42	2108056	26.33
99.845	44	2108092	29.61
99.845	46	2108576	29.90
99.845	48	2108880	30.05
99.845	50	2108896	29.90
99.845	52	2109028	29.74
99.845	54	2109056	30.13
99.845	56	2109628	30.11
99.845	58	2109676	30.03
99.845	60	2109684	30.01
99.845	62	2110176	30.21
99.845	64	2110228	30.17
99.845	66	2110268	29.91
99.845	68	2110412	30.24
99.845	70	2110420	30.15
99.845	72	2110784	30.19
